Run	Sample_Name	body_site	submitted_subject_id
SRR1318426	GTEX-139UC-0011-R3b-SM-5K7VZ	Brain - Anterior cingulate cortex (BA24)	GTEX-139UC
SRR8220511	GTEX-139UC-0011-R3b-SM-5K7VZ	Brain - Anterior cingulate cortex (BA24)	GTEX-139UC
SRR1318444	GTEX-148VJ-0326-SM-5QGQE	Muscle - Skeletal	GTEX-148VJ
SRR8222424	GTEX-148VJ-0326-SM-5QGQE	Muscle - Skeletal	GTEX-148VJ
SRR1318465	GTEX-132Q8-0626-SM-5L3F3	Muscle - Skeletal	GTEX-132Q8
SRR8220234	GTEX-132Q8-0626-SM-5L3F3	Muscle - Skeletal	GTEX-132Q8
SRR1318484	GTEX-13OVG-0426-SM-5KM2T	Heart - Atrial Appendage	GTEX-13OVG
SRR8221225	GTEX-13OVG-0426-SM-5KM2T	Heart - Atrial Appendage	GTEX-13OVG
SRR1318503	GTEX-11LCK-0226-SM-5A5M6	Pancreas	GTEX-11LCK
SRR8218836	GTEX-11LCK-0226-SM-5A5M6	Pancreas	GTEX-11LCK
SRR1318541	GTEX-11DYG-1226-SM-5N9DC	Artery - Aorta	GTEX-11DYG
SRR8218596	GTEX-11DYG-1226-SM-5N9DC	Artery - Aorta	GTEX-11DYG
SRR1318560	GTEX-11ZVC-2726-SM-5FQSZ	Muscle - Skeletal	GTEX-11ZVC
SRR8219339	GTEX-11ZVC-2726-SM-5FQSZ	Muscle - Skeletal	GTEX-11ZVC
SRR1318582	GTEX-12WSK-2726-SM-5CVND	Artery - Tibial	GTEX-12WSK
SRR8219762	GTEX-12WSK-2726-SM-5CVND	Artery - Tibial	GTEX-12WSK
SRR1318605	GTEX-1269C-0005-SM-5N9CJ	Whole Blood	GTEX-1269C
SRR8219450	GTEX-1269C-0005-SM-5N9CJ	Whole Blood	GTEX-1269C
SRR1318624	GTEX-11P7K-1826-SM-5HL5A	Colon - Sigmoid	GTEX-11P7K
SRR8219010	GTEX-11P7K-1826-SM-5HL5A	Colon - Sigmoid	GTEX-11P7K
SRR1318644	GTEX-13D11-0926-SM-5J2NC	Skin - Not Sun Exposed (Suprapubic)	GTEX-13D11
SRR8220625	GTEX-13D11-0926-SM-5J2NC	Skin - Not Sun Exposed (Suprapubic)	GTEX-13D11
SRR1318662	GTEX-147JS-1326-SM-5SI6D	Heart - Atrial Appendage	GTEX-147JS
SRR8222403	GTEX-147JS-1326-SM-5SI6D	Heart - Atrial Appendage	GTEX-147JS
SRR1318686	GTEX-11OF3-0008-SM-5S2NH	Cells - Transformed fibroblasts	GTEX-11OF3
SRR8218945	GTEX-11OF3-0008-SM-5S2NH	Cells - Transformed fibroblasts	GTEX-11OF3
SRR1318708	GTEX-WZTO-0008-SM-4PQZZ	Cells - Transformed fibroblasts	GTEX-WZTO
SRR8230570	GTEX-WZTO-0008-SM-4PQZZ	Cells - Transformed fibroblasts	GTEX-WZTO
SRR1318732	GTEX-13FH7-1326-SM-5IFG8	Spleen	GTEX-13FH7
SRR8220656	GTEX-13FH7-1326-SM-5IFG8	Spleen	GTEX-13FH7
SRR1318753	GTEX-13CF2-2826-SM-5LZX9	Nerve - Tibial	GTEX-13CF2
SRR8220576	GTEX-13CF2-2826-SM-5LZX9	Nerve - Tibial	GTEX-13CF2
SRR1318774	GTEX-14AS3-1626-SM-5S2OY	Breast - Mammary Tissue	GTEX-14AS3
SRR8222533	GTEX-14AS3-1626-SM-5S2OY	Breast - Mammary Tissue	GTEX-14AS3
SRR1318796	GTEX-13O61-2426-SM-5J1NV	Adipose - Subcutaneous	GTEX-13O61
SRR8221219	GTEX-13O61-2426-SM-5J1NV	Adipose - Subcutaneous	GTEX-13O61
SRR1318815	GTEX-11ZUS-0006-SM-5O9AJ	Whole Blood	GTEX-11ZUS
SRR8219299	GTEX-11ZUS-0006-SM-5O9AJ	Whole Blood	GTEX-11ZUS
SRR1318839	GTEX-139T4-0326-SM-5K7XN	Muscle - Skeletal	GTEX-139T4
SRR8220421	GTEX-139T4-0326-SM-5K7XN	Muscle - Skeletal	GTEX-139T4
SRR1318857	GTEX-11ZTS-0005-SM-5NQ8A	Whole Blood	GTEX-11ZTS
SRR8219247	GTEX-11ZTS-0005-SM-5NQ8A	Whole Blood	GTEX-11ZTS
SRR1318879	GTEX-13O3P-0226-SM-5KM3Z	Adipose - Subcutaneous	GTEX-13O3P
SRR8221156	GTEX-13O3P-0226-SM-5KM3Z	Adipose - Subcutaneous	GTEX-13O3P
SRR1318898	GTEX-11EM3-0126-SM-5985K	Thyroid	GTEX-11EM3
SRR8218635	GTEX-11EM3-0126-SM-5985K	Thyroid	GTEX-11EM3
SRR1318920	GTEX-11WQK-0326-SM-5EQL1	Artery - Aorta	GTEX-11WQK
SRR8219210	GTEX-11WQK-0326-SM-5EQL1	Artery - Aorta	GTEX-11WQK
SRR1318942	GTEX-WOFL-0008-SM-4OOSZ	Cells - Transformed fibroblasts	GTEX-WOFL
SRR8230342	GTEX-WOFL-0008-SM-4OOSZ	Cells - Transformed fibroblasts	GTEX-WOFL
SRR1318966	GTEX-WI4N-0008-SM-4OOSV	Cells - Transformed fibroblasts	GTEX-WI4N
SRR8230292	GTEX-WI4N-0008-SM-4OOSV	Cells - Transformed fibroblasts	GTEX-WI4N
SRR1318998	GTEX-13N1W-1026-SM-5IJC5	Heart - Left Ventricle	GTEX-13N1W
SRR8220947	GTEX-13N1W-1026-SM-5IJC5	Heart - Left Ventricle	GTEX-13N1W
SRR1319019	GTEX-13CIG-0011-R5b-SM-5L3F2	Brain - Caudate (basal ganglia)	GTEX-13CIG
SRR8220604	GTEX-13CIG-0011-R5b-SM-5L3F2	Brain - Caudate (basal ganglia)	GTEX-13CIG
SRR1319038	GTEX-13OW6-2226-SM-5N9FL	Colon - Sigmoid	GTEX-13OW6
SRR8221403	GTEX-13OW6-2226-SM-5N9FL	Colon - Sigmoid	GTEX-13OW6
SRR1319059	GTEX-1399S-2026-SM-5KM4B	Small Intestine - Terminal Ileum	GTEX-1399S
SRR8220348	GTEX-1399S-2026-SM-5KM4B	Small Intestine - Terminal Ileum	GTEX-1399S
SRR1319078	GTEX-1211K-1426-SM-5FQTF	Stomach	GTEX-1211K
SRR8219359	GTEX-1211K-1426-SM-5FQTF	Stomach	GTEX-1211K
SRR1319100	GTEX-132AR-2226-SM-5J2NT	Esophagus - Mucosa	GTEX-132AR
SRR8220200	GTEX-132AR-2226-SM-5J2NT	Esophagus - Mucosa	GTEX-132AR
SRR1319118	GTEX-13VXT-1226-SM-5LU3M	Pancreas	GTEX-13VXT
SRR8221794	GTEX-13VXT-1226-SM-5LU3M	Pancreas	GTEX-13VXT
SRR1319136	GTEX-144GO-0011-R5a-SM-5PNUR	Brain - Caudate (basal ganglia)	GTEX-144GO
SRR8222048	GTEX-144GO-0011-R5a-SM-5PNUR	Brain - Caudate (basal ganglia)	GTEX-144GO
SRR1319158	GTEX-14ASI-0011-R1b-SM-5S2TY	Brain - Hippocampus	GTEX-14ASI
SRR8222542	GTEX-14ASI-0011-R1b-SM-5S2TY	Brain - Hippocampus	GTEX-14ASI
SRR1319182	GTEX-131XE-1426-SM-5HL7V	Esophagus - Mucosa	GTEX-131XE
SRR8220044	GTEX-131XE-1426-SM-5HL7V	Esophagus - Mucosa	GTEX-131XE
SRR1319204	GTEX-144GM-1926-SM-5LUAN	Adipose - Subcutaneous	GTEX-144GM
SRR8222031	GTEX-144GM-1926-SM-5LUAN	Adipose - Subcutaneous	GTEX-144GM
SRR1319221	GTEX-11EQ8-0126-SM-5EQ54	Skin - Sun Exposed (Lower leg)	GTEX-11EQ8
SRR8218682	GTEX-11EQ8-0126-SM-5EQ54	Skin - Sun Exposed (Lower leg)	GTEX-11EQ8
SRR1319242	GTEX-14BMU-1826-SM-5RQII	Uterus	GTEX-14BMU
SRR8222654	GTEX-14BMU-1826-SM-5RQII	Uterus	GTEX-14BMU
SRR1319262	GTEX-13FLV-1226-SM-5IJBZ	Esophagus - Muscularis	GTEX-13FLV
SRR8220730	GTEX-13FLV-1226-SM-5IJBZ	Esophagus - Muscularis	GTEX-13FLV
SRR1319283	GTEX-13113-0126-SM-5LZVX	Thyroid	GTEX-13113
SRR8219970	GTEX-13113-0126-SM-5LZVX	Thyroid	GTEX-13113
SRR1319301	GTEX-13D11-0726-SM-5LZZB	Small Intestine - Terminal Ileum	GTEX-13D11
SRR8220623	GTEX-13D11-0726-SM-5LZZB	Small Intestine - Terminal Ileum	GTEX-13D11
SRR1319322	GTEX-11TUW-2226-SM-5EQL9	Testis	GTEX-11TUW
SRR8219131	GTEX-11TUW-2226-SM-5EQL9	Testis	GTEX-11TUW
SRR1319344	GTEX-13O1R-1226-SM-5J1NU	Heart - Left Ventricle	GTEX-13O1R
SRR8221097	GTEX-13O1R-1226-SM-5J1NU	Heart - Left Ventricle	GTEX-13O1R
SRR1319363	GTEX-WQUQ-0126-SM-4OOSS	Adrenal Gland	GTEX-WQUQ
SRR8230366	GTEX-WQUQ-0126-SM-4OOSS	Adrenal Gland	GTEX-WQUQ
SRR1319395	GTEX-Y8DK-0426-SM-4TT3Q	Nerve - Tibial	GTEX-Y8DK
SRR8231433	GTEX-Y8DK-0426-SM-4TT3Q	Nerve - Tibial	GTEX-Y8DK
SRR1319419	GTEX-X4LF-0126-SM-4QAS7	Adrenal Gland	GTEX-X4LF
SRR8230700	GTEX-X4LF-0126-SM-4QAS7	Adrenal Gland	GTEX-X4LF
SRR1319443	GTEX-1339X-0526-SM-5KLYW	Artery - Aorta	GTEX-1339X
SRR8220265	GTEX-1339X-0526-SM-5KLYW	Artery - Aorta	GTEX-1339X
SRR1319461	GTEX-1314G-0005-SM-5NQ9O	Whole Blood	GTEX-1314G
SRR8220020	GTEX-1314G-0005-SM-5NQ9O	Whole Blood	GTEX-1314G
SRR1319485	GTEX-QMRM-0426-SM-4R1K2	Artery - Coronary	GTEX-QMRM
SRR8228702	GTEX-QMRM-0426-SM-4R1K2	Artery - Coronary	GTEX-QMRM
SRR1319502	GTEX-13D11-0826-SM-5KLZJ	Colon - Transverse	GTEX-13D11
SRR8220624	GTEX-13D11-0826-SM-5KLZJ	Colon - Transverse	GTEX-13D11
SRR1319520	GTEX-13OW8-1826-SM-5L3H1	Artery - Aorta	GTEX-13OW8
SRR8221455	GTEX-13OW8-1826-SM-5L3H1	Artery - Aorta	GTEX-13OW8
SRR1319539	GTEX-131YS-0011-R1a-SM-5DUXC	Brain - Hippocampus	GTEX-131YS
SRR8220152	GTEX-131YS-0011-R1a-SM-5DUXC	Brain - Hippocampus	GTEX-131YS
SRR1319560	GTEX-QEG5-1126-SM-5SI88	Lung	GTEX-QEG5
SRR8228613	GTEX-QEG5-1126-SM-5SI88	Lung	GTEX-QEG5
SRR1319584	GTEX-14E6C-0926-SM-5S2V9	Esophagus - Muscularis	GTEX-14E6C
SRR8222842	GTEX-14E6C-0926-SM-5S2V9	Esophagus - Muscularis	GTEX-14E6C
SRR1319608	GTEX-13G51-0826-SM-5K7VB	Testis	GTEX-13G51
SRR8220833	GTEX-13G51-0826-SM-5K7VB	Testis	GTEX-13G51
SRR1319626	GTEX-12BJ1-2526-SM-5FQUE	Muscle - Skeletal	GTEX-12BJ1
SRR8219491	GTEX-12BJ1-2526-SM-5FQUE	Muscle - Skeletal	GTEX-12BJ1
SRR1319648	GTEX-147F3-0226-SM-5NQBV	Muscle - Skeletal	GTEX-147F3
SRR8222343	GTEX-147F3-0226-SM-5NQBV	Muscle - Skeletal	GTEX-147F3
SRR1319672	GTEX-13QIC-3026-SM-5LU58	Brain - Cerebellum	GTEX-13QIC
SRR8221605	GTEX-13QIC-3026-SM-5LU58	Brain - Cerebellum	GTEX-13QIC
SRR1319690	GTEX-14E6E-1226-SM-5S2R5	Spleen	GTEX-14E6E
SRR8222879	GTEX-14E6E-1226-SM-5S2R5	Spleen	GTEX-14E6E
SRR1319710	GTEX-PWCY-2026-SM-5QGQ9	Muscle - Skeletal	GTEX-PWCY
SRR8228326	GTEX-PWCY-2026-SM-5QGQ9	Muscle - Skeletal	GTEX-PWCY
SRR1319731	GTEX-12WSD-0226-SM-59HKO	Adipose - Subcutaneous	GTEX-12WSD
SRR8219618	GTEX-12WSD-0226-SM-59HKO	Adipose - Subcutaneous	GTEX-12WSD
SRR1319753	GTEX-13N2G-2326-SM-5J1ON	Muscle - Skeletal	GTEX-13N2G
SRR8220974	GTEX-13N2G-2326-SM-5J1ON	Muscle - Skeletal	GTEX-13N2G
SRR1319772	GTEX-11P82-0006-SM-5N9FY	Whole Blood	GTEX-11P82
SRR8219040	GTEX-11P82-0006-SM-5N9FY	Whole Blood	GTEX-11P82
SRR1319793	GTEX-11ZTS-1926-SM-5CVLA	Ovary	GTEX-11ZTS
SRR8219264	GTEX-11ZTS-1926-SM-5CVLA	Ovary	GTEX-11ZTS
SRR1319816	GTEX-145MI-0011-R4b-SM-5PNZH	Brain - Amygdala	GTEX-145MI
SRR8222205	GTEX-145MI-0011-R4b-SM-5PNZH	Brain - Amygdala	GTEX-145MI
SRR1319837	GTEX-1313W-0011-R8a-SM-5DUVM	Brain - Hypothalamus	GTEX-1313W
SRR8220002	GTEX-1313W-0011-R8a-SM-5DUVM	Brain - Hypothalamus	GTEX-1313W
SRR1319858	GTEX-Y3I4-0226-SM-4TT27	Thyroid	GTEX-Y3I4
SRR8231301	GTEX-Y3I4-0226-SM-4TT27	Thyroid	GTEX-Y3I4
SRR1319882	GTEX-13CF2-2626-SM-5LZZA	Adipose - Subcutaneous	GTEX-13CF2
SRR8220574	GTEX-13CF2-2626-SM-5LZZA	Adipose - Subcutaneous	GTEX-13CF2
SRR1319903	GTEX-13FH7-2226-SM-5IJD4	Adipose - Subcutaneous	GTEX-13FH7
SRR8220664	GTEX-13FH7-2226-SM-5IJD4	Adipose - Subcutaneous	GTEX-13FH7
SRR1319924	GTEX-12ZZZ-1226-SM-59HK1	Thyroid	GTEX-12ZZZ
SRR8219915	GTEX-12ZZZ-1226-SM-59HK1	Thyroid	GTEX-12ZZZ
SRR1319946	GTEX-X585-3126-SM-4QASH	Pituitary	GTEX-X585
SRR8230764	GTEX-X585-3126-SM-4QASH	Pituitary	GTEX-X585
SRR1319970	GTEX-1399T-0011-R8b-SM-5IJD8	Brain - Hypothalamus	GTEX-1399T
SRR8220362	GTEX-1399T-0011-R8b-SM-5IJD8	Brain - Hypothalamus	GTEX-1399T
SRR1319991	GTEX-1399S-2226-SM-5IFEW	Uterus	GTEX-1399S
SRR8220350	GTEX-1399S-2226-SM-5IFEW	Uterus	GTEX-1399S
SRR1320012	GTEX-11WQC-0011-R7b-SM-5BC7A	Brain - Putamen (basal ganglia)	GTEX-11WQC
SRR8219191	GTEX-11WQC-0011-R7b-SM-5BC7A	Brain - Putamen (basal ganglia)	GTEX-11WQC
SRR1320071	GTEX-12126-0011-R9b-SM-5BC6P	Brain - Spinal cord (cervical c-1)	GTEX-12126
SRR8219373	GTEX-12126-0011-R9b-SM-5BC6P	Brain - Spinal cord (cervical c-1)	GTEX-12126
SRR1320093	GTEX-11OF3-3126-SM-5GU5E	Brain - Cerebellum	GTEX-11OF3
SRR8218967	GTEX-11OF3-3126-SM-5GU5E	Brain - Cerebellum	GTEX-11OF3
SRR1320034	GTEX-117YW-2026-SM-5N9BH	Esophagus - Muscularis	GTEX-117YW
SRR8218448	GTEX-117YW-2026-SM-5N9BH	Esophagus - Muscularis	GTEX-117YW
SRR1320053	GTEX-144GN-2526-SM-5LU54	Nerve - Tibial	GTEX-144GN
SRR8222046	GTEX-144GN-2526-SM-5LU54	Nerve - Tibial	GTEX-144GN
SRR1320115	GTEX-145LU-0011-R10a-SM-5PNWJ	Brain - Frontal Cortex (BA9)	GTEX-145LU
SRR8222102	GTEX-145LU-0011-R10a-SM-5PNWJ	Brain - Frontal Cortex (BA9)	GTEX-145LU
SRR1320137	GTEX-12584-0005-SM-5N9GM	Whole Blood	GTEX-12584
SRR8219405	GTEX-12584-0005-SM-5N9GM	Whole Blood	GTEX-12584
SRR1320158	GTEX-1212Z-0126-SM-59HK4	Skin - Not Sun Exposed (Suprapubic)	GTEX-1212Z
SRR8219387	GTEX-1212Z-0126-SM-59HK4	Skin - Not Sun Exposed (Suprapubic)	GTEX-1212Z
SRR1320180	GTEX-11GSP-0011-R6b-SM-57WBQ	Brain - Nucleus accumbens (basal ganglia)	GTEX-11GSP
SRR8218759	GTEX-11GSP-0011-R6b-SM-57WBQ	Brain - Nucleus accumbens (basal ganglia)	GTEX-11GSP
SRR1320203	GTEX-12C56-0526-SM-5FQST	Stomach	GTEX-12C56
SRR8219499	GTEX-12C56-0526-SM-5FQST	Stomach	GTEX-12C56
SRR1320225	GTEX-13SLX-0326-SM-5Q5E4	Muscle - Skeletal	GTEX-13SLX
SRR8221743	GTEX-13SLX-0326-SM-5Q5E4	Muscle - Skeletal	GTEX-13SLX
SRR1320258	GTEX-131YS-2826-SM-5EQ47	Skin - Not Sun Exposed (Suprapubic)	GTEX-131YS
SRR8220176	GTEX-131YS-2826-SM-5EQ47	Skin - Not Sun Exposed (Suprapubic)	GTEX-131YS
SRR1320280	GTEX-13O3O-3126-SM-5KM3H	Brain - Cortex	GTEX-13O3O
SRR8221154	GTEX-13O3O-3126-SM-5KM3H	Brain - Cortex	GTEX-13O3O
SRR1320300	GTEX-145LT-0126-SM-5S2QJ	Adrenal Gland	GTEX-145LT
SRR8222083	GTEX-145LT-0126-SM-5S2QJ	Adrenal Gland	GTEX-145LT
SRR1320321	GTEX-13RTK-1626-SM-5QGQS	Muscle - Skeletal	GTEX-13RTK
SRR8221672	GTEX-13RTK-1626-SM-5QGQS	Muscle - Skeletal	GTEX-13RTK
SRR1320342	GTEX-12WSM-0011-R8a-SM-5DUWJ	Brain - Hypothalamus	GTEX-12WSM
SRR8219795	GTEX-12WSM-0011-R8a-SM-5DUWJ	Brain - Hypothalamus	GTEX-12WSM
SRR1320363	GTEX-11P81-0006-SM-5NQ7A	Whole Blood	GTEX-11P81
SRR8219016	GTEX-11P81-0006-SM-5NQ7A	Whole Blood	GTEX-11P81
SRR1320385	GTEX-13N2G-0226-SM-5K7VF	Skin - Not Sun Exposed (Suprapubic)	GTEX-13N2G
SRR8220965	GTEX-13N2G-0226-SM-5K7VF	Skin - Not Sun Exposed (Suprapubic)	GTEX-13N2G
SRR1320403	GTEX-14BIL-0006-SM-5N9F2	Whole Blood	GTEX-14BIL
SRR8222569	GTEX-14BIL-0006-SM-5N9F2	Whole Blood	GTEX-14BIL
SRR1320424	GTEX-13OVL-1326-SM-5IJCZ	Artery - Tibial	GTEX-13OVL
SRR8221345	GTEX-13OVL-1326-SM-5IJCZ	Artery - Tibial	GTEX-13OVL
SRR1320445	GTEX-WYJK-2326-SM-4ONDN	Colon - Sigmoid	GTEX-WYJK
SRR8230536	GTEX-WYJK-2326-SM-4ONDN	Colon - Sigmoid	GTEX-WYJK
SRR1320469	GTEX-13FTY-0226-SM-5IJBW	Muscle - Skeletal	GTEX-13FTY
SRR8220786	GTEX-13FTY-0226-SM-5IJBW	Muscle - Skeletal	GTEX-13FTY
SRR1320490	GTEX-WH7G-1426-SM-4LVMU	Colon - Sigmoid	GTEX-WH7G
SRR8230193	GTEX-WH7G-1426-SM-4LVMU	Colon - Sigmoid	GTEX-WH7G
SRR1320517	GTEX-13PL6-0926-SM-5KLYY	Adipose - Visceral (Omentum)	GTEX-13PL6
SRR8221482	GTEX-13PL6-0926-SM-5KLYY	Adipose - Visceral (Omentum)	GTEX-13PL6
SRR1320536	GTEX-147F4-2526-SM-5NQBB	Adrenal Gland	GTEX-147F4
SRR8222368	GTEX-147F4-2526-SM-5NQBB	Adrenal Gland	GTEX-147F4
SRR1320560	GTEX-13NYS-0011-R5a-SM-5MR4D	Brain - Caudate (basal ganglia)	GTEX-13NYS
SRR8221021	GTEX-13NYS-0011-R5a-SM-5MR4D	Brain - Caudate (basal ganglia)	GTEX-13NYS
SRR1320579	GTEX-132AR-1026-SM-5PNVL	Muscle - Skeletal	GTEX-132AR
SRR8220189	GTEX-132AR-1026-SM-5PNVL	Muscle - Skeletal	GTEX-132AR
SRR1320601	GTEX-139T6-0726-SM-5PNVK	Esophagus - Muscularis	GTEX-139T6
SRR8220430	GTEX-139T6-0726-SM-5PNVK	Esophagus - Muscularis	GTEX-139T6
SRR1320624	GTEX-145LV-2526-SM-5S2VA	Nerve - Tibial	GTEX-145LV
SRR8222130	GTEX-145LV-2526-SM-5S2VA	Nerve - Tibial	GTEX-145LV
SRR1320650	GTEX-13PL7-2726-SM-5L3GB	Vagina	GTEX-13PL7
SRR8221506	GTEX-13PL7-2726-SM-5L3GB	Vagina	GTEX-13PL7
SRR1320691	GTEX-11DZ1-0008-SM-5QGR3	Cells - Transformed fibroblasts	GTEX-11DZ1
SRR8218605	GTEX-11DZ1-0008-SM-5QGR3	Cells - Transformed fibroblasts	GTEX-11DZ1
SRR1320712	GTEX-12WSC-0926-SM-5EQ63	Artery - Coronary	GTEX-12WSC
SRR8219598	GTEX-12WSC-0926-SM-5EQ63	Artery - Coronary	GTEX-12WSC
SRR1320735	GTEX-147JS-0226-SM-5S2U9	Skin - Not Sun Exposed (Suprapubic)	GTEX-147JS
SRR8222395	GTEX-147JS-0226-SM-5S2U9	Skin - Not Sun Exposed (Suprapubic)	GTEX-147JS
SRR1320761	GTEX-146FH-1626-SM-5NQ9H	Esophagus - Muscularis	GTEX-146FH
SRR8222266	GTEX-146FH-1626-SM-5NQ9H	Esophagus - Muscularis	GTEX-146FH
SRR1320785	GTEX-14E1K-0006-SM-5N9DY	Whole Blood	GTEX-14E1K
SRR8222812	GTEX-14E1K-0006-SM-5N9DY	Whole Blood	GTEX-14E1K
SRR1320806	GTEX-146FH-1926-SM-5Q5B2	Esophagus - Gastroesophageal Junction	GTEX-146FH
SRR8222269	GTEX-146FH-1926-SM-5Q5B2	Esophagus - Gastroesophageal Junction	GTEX-146FH
SRR1320827	GTEX-Y5LM-0226-SM-4VBRM	Artery - Aorta	GTEX-Y5LM
SRR8231354	GTEX-Y5LM-0226-SM-4VBRM	Artery - Aorta	GTEX-Y5LM
SRR1320873	GTEX-13OW6-0011-R8a-SM-5L3GF	Brain - Hypothalamus	GTEX-13OW6
SRR8221386	GTEX-13OW6-0011-R8a-SM-5L3GF	Brain - Hypothalamus	GTEX-13OW6
SRR1320892	GTEX-147GR-0011-R4a-SM-5S2V2	Brain - Amygdala	GTEX-147GR
SRR8222376	GTEX-147GR-0011-R4a-SM-5S2V2	Brain - Amygdala	GTEX-147GR
SRR1320916	GTEX-11WQC-0011-R8b-SM-57WCH	Brain - Hypothalamus	GTEX-11WQC
SRR8219192	GTEX-11WQC-0011-R8b-SM-57WCH	Brain - Hypothalamus	GTEX-11WQC
SRR1320939	GTEX-X15G-0426-SM-4PQZ6	Heart - Left Ventricle	GTEX-X15G
SRR8230600	GTEX-X15G-0426-SM-4PQZ6	Heart - Left Ventricle	GTEX-X15G
SRR1320963	GTEX-147F4-0011-R10b-SM-5S2WC	Brain - Frontal Cortex (BA9)	GTEX-147F4
SRR8222353	GTEX-147F4-0011-R10b-SM-5S2WC	Brain - Frontal Cortex (BA9)	GTEX-147F4
SRR1320987	GTEX-XBEW-0926-SM-4QASR	Nerve - Tibial	GTEX-XBEW
SRR8230887	GTEX-XBEW-0926-SM-4QASR	Nerve - Tibial	GTEX-XBEW
SRR1321011	GTEX-13NZB-2226-SM-5MR5B	Artery - Tibial	GTEX-13NZB
SRR8221084	GTEX-13NZB-2226-SM-5MR5B	Artery - Tibial	GTEX-13NZB
SRR1321029	GTEX-13N11-0826-SM-5IJFP	Adrenal Gland	GTEX-13N11
SRR8220914	GTEX-13N11-0826-SM-5IJFP	Adrenal Gland	GTEX-13N11
SRR1321046	GTEX-13CF2-0011-R7b-SM-5K7UV	Brain - Putamen (basal ganglia)	GTEX-13CF2
SRR8220566	GTEX-13CF2-0011-R7b-SM-5K7UV	Brain - Putamen (basal ganglia)	GTEX-13CF2
SRR1321064	GTEX-1399U-0008-SM-5S2VE	Cells - Transformed fibroblasts	GTEX-1399U
SRR8220380	GTEX-1399U-0008-SM-5S2VE	Cells - Transformed fibroblasts	GTEX-1399U
SRR1321088	GTEX-139T4-0008-SM-5S2WF	Cells - Transformed fibroblasts	GTEX-139T4
SRR8220417	GTEX-139T4-0008-SM-5S2WF	Cells - Transformed fibroblasts	GTEX-139T4
SRR1321112	GTEX-Y9LG-1726-SM-4VBQE	Testis	GTEX-Y9LG
SRR8231506	GTEX-Y9LG-1726-SM-4VBQE	Testis	GTEX-Y9LG
SRR1321144	GTEX-13OW6-1626-SM-5IJD5	Esophagus - Gastroesophageal Junction	GTEX-13OW6
SRR8221399	GTEX-13OW6-1626-SM-5IJD5	Esophagus - Gastroesophageal Junction	GTEX-13OW6
SRR1321165	GTEX-13N2G-0526-SM-5MR5L	Artery - Aorta	GTEX-13N2G
SRR8220966	GTEX-13N2G-0526-SM-5MR5L	Artery - Aorta	GTEX-13N2G
SRR1321183	GTEX-12WSD-0011-R6b-SM-5P9JU	Brain - Nucleus accumbens (basal ganglia)	GTEX-12WSD
SRR8219614	GTEX-12WSD-0011-R6b-SM-5P9JU	Brain - Nucleus accumbens (basal ganglia)	GTEX-12WSD
SRR1321204	GTEX-131XF-2026-SM-5DUWG	Testis	GTEX-131XF
SRR8220072	GTEX-131XF-2026-SM-5DUWG	Testis	GTEX-131XF
SRR1321225	GTEX-PVOW-0426-SM-5N9DW	Heart - Left Ventricle	GTEX-PVOW
SRR8228283	GTEX-PVOW-0426-SM-5N9DW	Heart - Left Ventricle	GTEX-PVOW
SRR1321244	GTEX-11OF3-0011-R11a-SM-57WCR	Brain - Cerebellar Hemisphere	GTEX-11OF3
SRR8218946	GTEX-11OF3-0011-R11a-SM-57WCR	Brain - Cerebellar Hemisphere	GTEX-11OF3
SRR1321283	GTEX-14C5O-1326-SM-5S2UW	Heart - Left Ventricle	GTEX-14C5O
SRR8222747	GTEX-14C5O-1326-SM-5S2UW	Heart - Left Ventricle	GTEX-14C5O
SRR1321307	GTEX-Y8DK-0004-SM-4RGM7	Cells - EBV-transformed lymphocytes	GTEX-Y8DK
SRR8231421	GTEX-Y8DK-0004-SM-4RGM7	Cells - EBV-transformed lymphocytes	GTEX-Y8DK
SRR1321333	GTEX-13NYB-1326-SM-5K7Y1	Esophagus - Gastroesophageal Junction	GTEX-13NYB
SRR8220997	GTEX-13NYB-1326-SM-5K7Y1	Esophagus - Gastroesophageal Junction	GTEX-13NYB
SRR1321351	GTEX-OHPL-0526-SM-4M1XS	Lung	GTEX-OHPL
SRR8227829	GTEX-OHPL-0526-SM-4M1XS	Lung	GTEX-OHPL
SRR1321377	GTEX-146FH-2426-SM-5Q5EW	Colon - Sigmoid	GTEX-146FH
SRR8222272	GTEX-146FH-2426-SM-5Q5EW	Colon - Sigmoid	GTEX-146FH
SRR1321401	GTEX-111YS-2126-SM-5EGGM	Nerve - Tibial	GTEX-111YS
SRR8218363	GTEX-111YS-2126-SM-5EGGM	Nerve - Tibial	GTEX-111YS
SRR1321420	GTEX-145MN-0726-SM-5NQBH	Heart - Atrial Appendage	GTEX-145MN
SRR8222222	GTEX-145MN-0726-SM-5NQBH	Heart - Atrial Appendage	GTEX-145MN
SRR1321444	GTEX-1313W-0326-SM-5LZU5	Nerve - Tibial	GTEX-1313W
SRR8220005	GTEX-1313W-0326-SM-5LZU5	Nerve - Tibial	GTEX-1313W
SRR1321462	GTEX-1313W-0011-R7b-SM-5DUWL	Brain - Putamen (basal ganglia)	GTEX-1313W
SRR8220001	GTEX-1313W-0011-R7b-SM-5DUWL	Brain - Putamen (basal ganglia)	GTEX-1313W
