Run	Sample_Name	body_site	submitted_subject_id
SRR8225620	GTEX-15EOM-5004-SM-79ONJ	Muscle - Skeletal	GTEX-15EOM
SRR8225635	GTEX-15ER7-0226-SM-7KUEU	Muscle - Skeletal	GTEX-15ER7
SRR8225663	GTEX-15ETS-0326-SM-6PANH	Muscle - Skeletal	GTEX-15ETS
SRR8225692	GTEX-15F5U-1826-SM-6LLJF	Muscle - Skeletal	GTEX-15F5U
SRR8225718	GTEX-15G19-0526-SM-6PAMT	Muscle - Skeletal	GTEX-15G19
SRR8225738	GTEX-15G1A-2026-SM-7KUFG	Muscle - Skeletal	GTEX-15G1A
SRR8225753	GTEX-15RIE-2426-SM-7KUDS	Muscle - Skeletal	GTEX-15RIE
SRR8225766	GTEX-15RIF-2126-SM-7KUM8	Muscle - Skeletal	GTEX-15RIF
SRR8225769	GTEX-15RIG-0426-SM-7KUF4	Muscle - Skeletal	GTEX-15RIG
SRR8225783	GTEX-15RJ7-2426-SM-6M48L	Muscle - Skeletal	GTEX-15RJ7
SRR8225811	GTEX-15SB6-1826-SM-6PALN	Muscle - Skeletal	GTEX-15SB6
SRR8225819	GTEX-15SDE-2326-SM-6PAL4	Muscle - Skeletal	GTEX-15SDE
SRR8225827	GTEX-15SHU-0626-SM-7KUFH	Muscle - Skeletal	GTEX-15SHU
SRR8225856	GTEX-15SHV-2526-SM-6PAMG	Muscle - Skeletal	GTEX-15SHV
SRR8225860	GTEX-15SHW-0726-SM-7KUEI	Muscle - Skeletal	GTEX-15SHW
SRR8225873	GTEX-15SKB-2526-SM-6PALP	Muscle - Skeletal	GTEX-15SKB
SRR8225883	GTEX-15TU5-0626-SM-7KUFJ	Muscle - Skeletal	GTEX-15TU5
SRR8225897	GTEX-15UF6-1026-SM-7KUF7	Muscle - Skeletal	GTEX-15UF6
SRR8225917	GTEX-15UF7-2226-SM-6PAMQ	Muscle - Skeletal	GTEX-15UF7
SRR8225920	GTEX-15UKP-0326-SM-7KUFP	Muscle - Skeletal	GTEX-15UKP
SRR8225950	GTEX-16AAH-1826-SM-7939D	Muscle - Skeletal	GTEX-16AAH
SRR8225955	GTEX-16BQI-0326-SM-6PAM4	Muscle - Skeletal	GTEX-16BQI
SRR8225974	GTEX-16GPK-0526-SM-7KUER	Muscle - Skeletal	GTEX-16GPK
SRR8225985	GTEX-16MT8-0326-SM-6PAM5	Muscle - Skeletal	GTEX-16MT8
SRR8226014	GTEX-16MTA-2026-SM-7KUL3	Muscle - Skeletal	GTEX-16MTA
SRR8226026	GTEX-16NFA-2426-SM-7KUL5	Muscle - Skeletal	GTEX-16NFA
SRR8226046	GTEX-16NGA-1926-SM-7LTA6	Muscle - Skeletal	GTEX-16NGA
SRR8226055	GTEX-16NPV-2426-SM-6M482	Muscle - Skeletal	GTEX-16NPV
SRR8226062	GTEX-16NPX-0626-SM-7KULB	Muscle - Skeletal	GTEX-16NPX
SRR8226076	GTEX-16XZY-2226-SM-7938N	Muscle - Skeletal	GTEX-16XZY
SRR8226092	GTEX-16XZZ-0526-SM-7KUF1	Muscle - Skeletal	GTEX-16XZZ
SRR8226120	GTEX-16YQH-0426-SM-7KUL7	Muscle - Skeletal	GTEX-16YQH
SRR8226143	GTEX-16Z82-0126-SM-7DHLF	Muscle - Skeletal	GTEX-16Z82
SRR8226172	GTEX-17EUY-0626-SM-793BE	Muscle - Skeletal	GTEX-17EUY
SRR8226200	GTEX-17EVP-1326-SM-7DHMR	Muscle - Skeletal	GTEX-17EVP
SRR8226222	GTEX-17EVQ-1226-SM-7LG59	Muscle - Skeletal	GTEX-17EVQ
SRR8226247	GTEX-17F96-2726-SM-7LT9F	Muscle - Skeletal	GTEX-17F96
SRR8226261	GTEX-17F97-0526-SM-7DUF8	Muscle - Skeletal	GTEX-17F97
SRR8226284	GTEX-17F98-1626-SM-7938R	Muscle - Skeletal	GTEX-17F98
SRR8226288	GTEX-17F9E-0226-SM-79OKK	Muscle - Skeletal	GTEX-17F9E
SRR8226331	GTEX-17GQL-1926-SM-718B9	Muscle - Skeletal	GTEX-17GQL
SRR8226352	GTEX-17HG3-2726-SM-7DHL5	Muscle - Skeletal	GTEX-17HG3
SRR8226361	GTEX-17HGU-0626-SM-7939Y	Muscle - Skeletal	GTEX-17HGU
SRR8226397	GTEX-17HHE-2126-SM-7DHLO	Muscle - Skeletal	GTEX-17HHE
SRR8226407	GTEX-17HHY-0326-SM-7938H	Muscle - Skeletal	GTEX-17HHY
SRR8226433	GTEX-17HII-0426-SM-793A3	Muscle - Skeletal	GTEX-17HII
SRR8226454	GTEX-17JCI-0326-SM-7LG5H	Muscle - Skeletal	GTEX-17JCI
SRR8226491	GTEX-17KNJ-2426-SM-7DHLR	Muscle - Skeletal	GTEX-17KNJ
SRR8226512	GTEX-17MF6-2026-SM-7LG5I	Muscle - Skeletal	GTEX-17MF6
SRR8226531	GTEX-17MFQ-1926-SM-793A6	Muscle - Skeletal	GTEX-17MFQ
SRR8226534	GTEX-183FY-0226-SM-7LG54	Muscle - Skeletal	GTEX-183FY
SRR8226559	GTEX-183WM-0426-SM-731B1	Muscle - Skeletal	GTEX-183WM
SRR8226586	GTEX-18465-0326-SM-7LTAD	Muscle - Skeletal	GTEX-18465
SRR8226604	GTEX-18A66-0126-SM-731CQ	Muscle - Skeletal	GTEX-18A66
SRR8226631	GTEX-18A67-0326-SM-7LG5X	Muscle - Skeletal	GTEX-18A67
SRR8226657	GTEX-18A6Q-0326-SM-718AT	Muscle - Skeletal	GTEX-18A6Q
SRR8226684	GTEX-18A7A-0626-SM-718BJ	Muscle - Skeletal	GTEX-18A7A
SRR8226702	GTEX-18A7B-0326-SM-7LG65	Muscle - Skeletal	GTEX-18A7B
SRR8226726	GTEX-18D9A-1826-SM-718BK	Muscle - Skeletal	GTEX-18D9A
SRR8226731	GTEX-18D9B-0426-SM-7LTAR	Muscle - Skeletal	GTEX-18D9B
SRR8226751	GTEX-18D9U-0626-SM-7LTA4	Muscle - Skeletal	GTEX-18D9U
SRR8226765	GTEX-18QFQ-0326-SM-731C3	Muscle - Skeletal	GTEX-18QFQ
SRR8226787	GTEX-19HZE-2126-SM-72D4X	Muscle - Skeletal	GTEX-19HZE
SRR8226796	GTEX-1A32A-0526-SM-731B9	Muscle - Skeletal	GTEX-1A32A
SRR8226829	GTEX-1A3MV-2026-SM-718BU	Muscle - Skeletal	GTEX-1A3MV
SRR8226838	GTEX-1A3MW-0526-SM-731BY	Muscle - Skeletal	GTEX-1A3MW
SRR8226857	GTEX-1A3MX-0526-SM-718A9	Muscle - Skeletal	GTEX-1A3MX
SRR8226876	GTEX-1A8G6-0126-SM-7DUFY	Muscle - Skeletal	GTEX-1A8G6
SRR8226896	GTEX-1A8G7-0326-SM-72D5B	Muscle - Skeletal	GTEX-1A8G7
SRR8226920	GTEX-1AMEY-1526-SM-73KYW	Muscle - Skeletal	GTEX-1AMEY
SRR8226942	GTEX-1AMFI-2226-SM-731C6	Muscle - Skeletal	GTEX-1AMFI
SRR8226962	GTEX-1AX8Y-2226-SM-72D51	Muscle - Skeletal	GTEX-1AX8Y
SRR8226966	GTEX-1AX8Z-0326-SM-731BU	Muscle - Skeletal	GTEX-1AX8Z
SRR8226991	GTEX-1AX9I-0326-SM-73KXQ	Muscle - Skeletal	GTEX-1AX9I
SRR8227008	GTEX-1AX9J-0126-SM-73KY2	Muscle - Skeletal	GTEX-1AX9J
SRR8227048	GTEX-1AX9K-2726-SM-7DHMA	Muscle - Skeletal	GTEX-1AX9K
SRR8227070	GTEX-1AYD5-2226-SM-73KX3	Muscle - Skeletal	GTEX-1AYD5
SRR8227093	GTEX-1B8KE-2226-SM-7939K	Muscle - Skeletal	GTEX-1B8KE
SRR8227116	GTEX-1B8KZ-2126-SM-73KYG	Muscle - Skeletal	GTEX-1B8KZ
SRR8227130	GTEX-1B8L1-2726-SM-793AL	Muscle - Skeletal	GTEX-1B8L1
SRR8227139	GTEX-1B8SF-0426-SM-79OL4	Muscle - Skeletal	GTEX-1B8SF
SRR8227156	GTEX-1B8SG-0326-SM-73KXW	Muscle - Skeletal	GTEX-1B8SG
SRR8227172	GTEX-1B932-0526-SM-73KU7	Muscle - Skeletal	GTEX-1B932
SRR8227193	GTEX-1B933-0426-SM-7DHMC	Muscle - Skeletal	GTEX-1B933
SRR8227220	GTEX-1B97I-2026-SM-7DHN2	Muscle - Skeletal	GTEX-1B97I
SRR8227246	GTEX-1B996-0326-SM-7DHMU	Muscle - Skeletal	GTEX-1B996
SRR8227266	GTEX-1BAJH-0126-SM-7DHMF	Muscle - Skeletal	GTEX-1BAJH
SRR8227301	GTEX-1C2JI-2126-SM-793CG	Muscle - Skeletal	GTEX-1C2JI
SRR8227313	GTEX-1C475-1726-SM-73KVX	Muscle - Skeletal	GTEX-1C475
SRR8227319	GTEX-1C4CL-0326-SM-7DHMH	Muscle - Skeletal	GTEX-1C4CL
SRR8227340	GTEX-1C64O-0326-SM-73KVW	Muscle - Skeletal	GTEX-1C64O
SRR8227359	GTEX-1C6VQ-0326-SM-7DHMS	Muscle - Skeletal	GTEX-1C6VQ
SRR8227385	GTEX-1C6VR-2526-SM-7DHMT	Muscle - Skeletal	GTEX-1C6VR
SRR8227399	GTEX-1C6WA-0326-SM-7DUGE	Muscle - Skeletal	GTEX-1C6WA
SRR8227421	GTEX-1CAMR-1726-SM-793CU	Muscle - Skeletal	GTEX-1CAMR
SRR8227423	GTEX-1CAMS-0126-SM-79396	Muscle - Skeletal	GTEX-1CAMS
SRR8227451	GTEX-1CB4E-2126-SM-793AP	Muscle - Skeletal	GTEX-1CB4E
SRR8227483	GTEX-1CB4I-0326-SM-7DHMM	Muscle - Skeletal	GTEX-1CB4I
SRR8227509	GTEX-1E1VI-0426-SM-7DHN1	Muscle - Skeletal	GTEX-1E1VI
SRR8221316	GTEX-13OVK-0926-SM-7KUFX	Stomach	GTEX-13OVK
SRR8221560	GTEX-13PVR-2126-SM-73KVR	Stomach	GTEX-13PVR
SRR8221919	GTEX-13X6J-2126-SM-5TDCV	Stomach	GTEX-13X6J
SRR8222563	GTEX-14B4R-0726-SM-5TDDR	Stomach	GTEX-14B4R
SRR8222582	GTEX-14BIL-1926-SM-73KYI	Stomach	GTEX-14BIL
SRR8222786	GTEX-14DAQ-2826-SM-664MU	Stomach	GTEX-14DAQ
SRR8222799	GTEX-14DAR-0926-SM-73KUQ	Stomach	GTEX-14DAR
SRR8222825	GTEX-14E1K-1526-SM-664MN	Stomach	GTEX-14E1K
SRR8222876	GTEX-14E6E-0926-SM-664N8	Stomach	GTEX-14E6E
SRR8222947	GTEX-14ICL-0826-SM-5YY9W	Stomach	GTEX-14ICL
SRR8222987	GTEX-14JG6-1226-SM-664O6	Stomach	GTEX-14JG6
SRR8223060	GTEX-14PHX-1026-SM-664OL	Stomach	GTEX-14PHX
SRR8223076	GTEX-14PHY-0926-SM-5ZZWL	Stomach	GTEX-14PHY
SRR8223113	GTEX-14PJ3-1426-SM-664O8	Stomach	GTEX-14PJ3
SRR8223137	GTEX-14PJ4-1626-SM-664OB	Stomach	GTEX-14PJ4
SRR8223151	GTEX-14PJ5-0826-SM-6AJAR	Stomach	GTEX-14PJ5
SRR8223163	GTEX-14PJ6-0826-SM-686Z9	Stomach	GTEX-14PJ6
SRR8223267	GTEX-14PKU-1126-SM-69LOU	Stomach	GTEX-14PKU
SRR8233756	GTEX-14PKV-1826-SM-69LO9	Stomach	GTEX-14PKV
SRR8225354	GTEX-14PN3-1326-SM-6AJ9U	Stomach	GTEX-14PN3
SRR8225463	GTEX-15CHR-1326-SM-79OLT	Stomach	GTEX-15CHR
SRR8225523	GTEX-15DCE-1626-SM-6LPJM	Stomach	GTEX-15DCE
SRR8225576	GTEX-15DYW-2226-SM-6LPJ8	Stomach	GTEX-15DYW
SRR8225590	GTEX-15DZA-1126-SM-6LPK8	Stomach	GTEX-15DZA
SRR8225685	GTEX-15EU6-2526-SM-7KUGB	Stomach	GTEX-15EU6
SRR8225723	GTEX-15G19-1526-SM-6LPKP	Stomach	GTEX-15G19
SRR8225733	GTEX-15G1A-1226-SM-7KUF3	Stomach	GTEX-15G1A
SRR8225747	GTEX-15RIE-1026-SM-6LPJQ	Stomach	GTEX-15RIE
SRR8225760	GTEX-15RIF-1126-SM-7KUG2	Stomach	GTEX-15RIF
SRR8225866	GTEX-15SHW-2126-SM-6M46Y	Stomach	GTEX-15SHW
SRR8225913	GTEX-15UF7-1226-SM-6M46G	Stomach	GTEX-15UF7
SRR8225944	GTEX-16AAH-1226-SM-79OO9	Stomach	GTEX-16AAH
SRR8226042	GTEX-16NGA-1526-SM-72D56	Stomach	GTEX-16NGA
SRR8226283	GTEX-17F98-1526-SM-7EWD8	Stomach	GTEX-17F98
SRR8226175	GTEX-17EUY-1526-SM-793CA	Stomach	GTEX-17EUY
SRR8226303	GTEX-17F9E-2226-SM-7IGNC	Stomach	GTEX-17F9E
SRR8226327	GTEX-17GQL-1226-SM-7KFTS	Stomach	GTEX-17GQL
SRR8226373	GTEX-17HGU-2126-SM-7IGOV	Stomach	GTEX-17HGU
SRR8226386	GTEX-17HHE-1026-SM-79ON6	Stomach	GTEX-17HHE
SRR8226444	GTEX-17HII-2426-SM-7KFTT	Stomach	GTEX-17HII
SRR8226463	GTEX-17JCI-2226-SM-7LTA1	Stomach	GTEX-17JCI
SRR8226481	GTEX-17KNJ-1526-SM-7LTA9	Stomach	GTEX-17KNJ
SRR8226513	GTEX-17MF6-2126-SM-7KFS7	Stomach	GTEX-17MF6
SRR8226624	GTEX-18A66-2226-SM-7189E	Stomach	GTEX-18A66
SRR8226649	GTEX-18A67-2626-SM-718AD	Stomach	GTEX-18A67
SRR8226699	GTEX-18A7A-2726-SM-7LG6U	Stomach	GTEX-18A7A
SRR8226717	GTEX-18D9A-0626-SM-7KFTY	Stomach	GTEX-18D9A
SRR8226744	GTEX-18D9B-2226-SM-718BM	Stomach	GTEX-18D9B
SRR8226773	GTEX-18QFQ-1226-SM-718AE	Stomach	GTEX-18QFQ
SRR8226821	GTEX-1A3MV-1226-SM-718BW	Stomach	GTEX-1A3MV
SRR8226862	GTEX-1A3MX-1926-SM-72D7F	Stomach	GTEX-1A3MX
SRR8226883	GTEX-1A8G6-1426-SM-731EZ	Stomach	GTEX-1A8G6
SRR8226917	GTEX-1AMEY-1226-SM-731DU	Stomach	GTEX-1AMEY
SRR8226933	GTEX-1AMFI-1226-SM-731CZ	Stomach	GTEX-1AMFI
SRR8227027	GTEX-1AX9J-2626-SM-731EK	Stomach	GTEX-1AX9J
SRR8227057	GTEX-1AYCT-1326-SM-7MKHB	Stomach	GTEX-1AYCT
SRR8227084	GTEX-1B8KE-1326-SM-73KVI	Stomach	GTEX-1B8KE
SRR8227108	GTEX-1B8KZ-1226-SM-793CP	Stomach	GTEX-1B8KZ
SRR8227127	GTEX-1B8L1-1526-SM-79OLK	Stomach	GTEX-1B8L1
SRR8227228	GTEX-1B97J-1826-SM-7IGPP	Stomach	GTEX-1B97J
SRR8227309	GTEX-1C475-1026-SM-7MKFJ	Stomach	GTEX-1C475
SRR8227356	GTEX-1C64O-2226-SM-73KTV	Stomach	GTEX-1C64O
SRR8227416	GTEX-1CAMR-0726-SM-7EPIE	Stomach	GTEX-1CAMR
SRR8227449	GTEX-1CB4E-1326-SM-7DUGD	Stomach	GTEX-1CB4E
SRR8227518	GTEX-1E2YA-2426-SM-7EPIG	Stomach	GTEX-1E2YA
SRR8227581	GTEX-1F5PL-1426-SM-7MKFH	Stomach	GTEX-1F5PL
SRR8227589	GTEX-1F75I-1826-SM-7MKGX	Stomach	GTEX-1F75I
SRR8221326	GTEX-13OVK-2226-SM-6LPJY	Testis	GTEX-13OVK
SRR8222383	GTEX-147GR-0626-SM-5S2PK	Testis	GTEX-147GR
SRR8222437	GTEX-148VJ-2526-SM-5TDEI	Testis	GTEX-148VJ
SRR8222461	GTEX-14A5H-0626-SM-5TDCO	Testis	GTEX-14A5H
SRR8222564	GTEX-14B4R-1026-SM-5TDDS	Testis	GTEX-14B4R
SRR8222584	GTEX-14BIL-2226-SM-73KWF	Testis	GTEX-14BIL
SRR8222688	GTEX-14C38-0126-SM-5YY9V	Testis	GTEX-14C38
SRR8222711	GTEX-14C39-0526-SM-664OF	Testis	GTEX-14C39
SRR8222754	GTEX-14C5O-2326-SM-73KYU	Testis	GTEX-14C5O
SRR8222801	GTEX-14DAR-1126-SM-793AT	Testis	GTEX-14DAR
SRR8222828	GTEX-14E1K-1926-SM-73KWS	Testis	GTEX-14E1K
SRR8222877	GTEX-14E6E-1026-SM-664N9	Testis	GTEX-14E6E
SRR8222903	GTEX-14E7W-0726-SM-664OK	Testis	GTEX-14E7W
SRR8223062	GTEX-14PHX-1426-SM-69LPP	Testis	GTEX-14PHX
SRR8223099	GTEX-14PJ2-2026-SM-6AJAQ	Testis	GTEX-14PJ2
SRR8223115	GTEX-14PJ3-1626-SM-664O5	Testis	GTEX-14PJ3
SRR8223138	GTEX-14PJ4-1726-SM-664OC	Testis	GTEX-14PJ4
SRR8223213	GTEX-14PJN-1626-SM-68727	Testis	GTEX-14PJN
SRR8225484	GTEX-15CHS-0726-SM-686ZJ	Testis	GTEX-15CHS
SRR8225722	GTEX-15G19-1326-SM-6LPIR	Testis	GTEX-15G19
SRR8225734	GTEX-15G1A-1526-SM-7KUMM	Testis	GTEX-15G1A
SRR8225745	GTEX-15RIE-0626-SM-6M47G	Testis	GTEX-15RIE
SRR8225764	GTEX-15RIF-1826-SM-6M469	Testis	GTEX-15RIF
SRR8225780	GTEX-15RJ7-1826-SM-7KUMJ	Testis	GTEX-15RJ7
SRR8225795	GTEX-15RJE-2326-SM-6LPIZ	Testis	GTEX-15RJE
SRR8225853	GTEX-15SHV-1926-SM-6LPI1	Testis	GTEX-15SHV
SRR8225867	GTEX-15SKB-0326-SM-6M477	Testis	GTEX-15SKB
SRR8225948	GTEX-16AAH-1626-SM-7EWE2	Testis	GTEX-16AAH
SRR8226007	GTEX-16MTA-1126-SM-6LPJA	Testis	GTEX-16MTA
SRR8226093	GTEX-16XZZ-0626-SM-6M47T	Testis	GTEX-16XZZ
SRR8226126	GTEX-16YQH-1826-SM-6LPJW	Testis	GTEX-16YQH
SRR8226151	GTEX-16Z82-2726-SM-7KULV	Testis	GTEX-16Z82
SRR8226232	GTEX-17F96-0226-SM-7EPGV	Testis	GTEX-17F96
SRR8226299	GTEX-17F9E-1626-SM-7EWDB	Testis	GTEX-17F9E
SRR8226330	GTEX-17GQL-1726-SM-718B8	Testis	GTEX-17GQL
SRR8226362	GTEX-17HGU-0726-SM-7DUFN	Testis	GTEX-17HGU
SRR8226388	GTEX-17HHE-1226-SM-793C6	Testis	GTEX-17HHE
SRR8226411	GTEX-17HHY-0726-SM-7IGM6	Testis	GTEX-17HHY
SRR8226430	GTEX-17HII-0126-SM-7KFSS	Testis	GTEX-17HII
SRR8226478	GTEX-17KNJ-1126-SM-7KFT6	Testis	GTEX-17KNJ
SRR8226516	GTEX-17MF6-2726-SM-7IGMZ	Testis	GTEX-17MF6
SRR8226520	GTEX-17MFQ-0826-SM-793C8	Testis	GTEX-17MFQ
SRR8226548	GTEX-183FY-1926-SM-7KFRI	Testis	GTEX-183FY
SRR8226595	GTEX-18465-1526-SM-7KFTV	Testis	GTEX-18465
SRR8226610	GTEX-18A66-0726-SM-72D77	Testis	GTEX-18A66
SRR8226644	GTEX-18A67-1826-SM-7KFT7	Testis	GTEX-18A67
SRR8226675	GTEX-18A6Q-2626-SM-7KFT3	Testis	GTEX-18A6Q
SRR8226707	GTEX-18A7B-1526-SM-7KFTH	Testis	GTEX-18A7B
SRR8226746	GTEX-18D9B-2726-SM-72D73	Testis	GTEX-18D9B
SRR8226779	GTEX-18QFQ-1926-SM-72D5H	Testis	GTEX-18QFQ
SRR8226817	GTEX-1A3MV-0726-SM-72D5M	Testis	GTEX-1A3MV
SRR8226859	GTEX-1A3MX-1026-SM-731F8	Testis	GTEX-1A3MX
SRR8226887	GTEX-1A8G6-2526-SM-72D59	Testis	GTEX-1A8G6
SRR8226987	GTEX-1AX8Z-2826-SM-73KTZ	Testis	GTEX-1AX8Z
SRR8227004	GTEX-1AX9I-1826-SM-72D5I	Testis	GTEX-1AX9I
SRR8227016	GTEX-1AX9J-1226-SM-72D6P	Testis	GTEX-1AX9J
SRR8227041	GTEX-1AX9K-1826-SM-731CY	Testis	GTEX-1AX9K
SRR8226269	GTEX-17F97-2726-SM-7IGQ4	Testis	GTEX-17F97
SRR8227054	GTEX-1AYCT-1026-SM-79ONR	Testis	GTEX-1AYCT
SRR8227085	GTEX-1B8KE-1426-SM-7EWEL	Testis	GTEX-1B8KE
SRR8227113	GTEX-1B8KZ-1826-SM-73KVJ	Testis	GTEX-1B8KZ
SRR8227148	GTEX-1B8SF-2926-SM-731DL	Testis	GTEX-1B8SF
SRR8227232	GTEX-1B98T-0626-SM-731FN	Testis	GTEX-1B98T
SRR8227259	GTEX-1B996-2326-SM-731EC	Testis	GTEX-1B996
SRR8227271	GTEX-1BAJH-0726-SM-7IGMF	Testis	GTEX-1BAJH
SRR8227329	GTEX-1C4CL-1926-SM-731DY	Testis	GTEX-1C4CL
SRR8227336	GTEX-1C64N-2826-SM-7IGP5	Testis	GTEX-1C64N
SRR8227355	GTEX-1C64O-2126-SM-7IGPB	Testis	GTEX-1C64O
SRR8227366	GTEX-1C6VQ-1426-SM-73KTW	Testis	GTEX-1C6VQ
SRR8227393	GTEX-1C6VS-1126-SM-7EWEW	Testis	GTEX-1C6VS
SRR8227419	GTEX-1CAMR-1526-SM-79OLP	Testis	GTEX-1CAMR
SRR8227472	GTEX-1CB4G-2426-SM-7DUGM	Testis	GTEX-1CB4G
SRR8227487	GTEX-1CB4I-0926-SM-7MKFY	Testis	GTEX-1CB4I
SRR8227500	GTEX-1CB4J-1626-SM-79OOK	Testis	GTEX-1CB4J
SRR8227511	GTEX-1E1VI-1026-SM-7MKGQ	Testis	GTEX-1E1VI
SRR8227521	GTEX-1E2YA-2826-SM-7EPIN	Testis	GTEX-1E2YA
SRR8227383	GTEX-1C6VR-1526-SM-7MKG9	Testis	GTEX-1C6VR
SRR8227539	GTEX-1EKGG-2726-SM-79OOD	Testis	GTEX-1EKGG
SRR8227558	GTEX-1EU9M-1626-SM-7EWF2	Testis	GTEX-1EU9M
SRR8227584	GTEX-1F6IF-0526-SM-7MKHD	Testis	GTEX-1F6IF
SRR8219668	GTEX-12WSF-0426-SM-7KUMT	Nerve - Tibial	GTEX-12WSF
SRR8220137	GTEX-131XW-0126-SM-5LZWD	Nerve - Tibial	GTEX-131XW
SRR8220259	GTEX-132QS-2426-SM-62LFI	Nerve - Tibial	GTEX-132QS
SRR8220498	GTEX-139TU-0326-SM-62LFK	Nerve - Tibial	GTEX-139TU
SRR8221565	GTEX-13PVR-2626-SM-7DHKQ	Nerve - Tibial	GTEX-13PVR
SRR8221609	GTEX-13QJ3-0526-SM-5QGQY	Nerve - Tibial	GTEX-13QJ3
SRR8222398	GTEX-147JS-0626-SM-5TDD4	Nerve - Tibial	GTEX-147JS
SRR8222669	GTEX-14BMV-0426-SM-5TDEF	Nerve - Tibial	GTEX-14BMV
SRR8222621	GTEX-14BIN-0826-SM-793DR	Nerve - Tibial	GTEX-14BIN
SRR8222725	GTEX-14C39-2726-SM-7DUEK	Nerve - Tibial	GTEX-14C39
SRR8222740	GTEX-14C5O-0426-SM-5ZZUW	Nerve - Tibial	GTEX-14C5O
SRR8222769	GTEX-14DAQ-0426-SM-664MS	Nerve - Tibial	GTEX-14DAQ
SRR8222933	GTEX-14ICK-0526-SM-6EU26	Nerve - Tibial	GTEX-14ICK
SRR8222990	GTEX-14JG6-1926-SM-6LLIG	Nerve - Tibial	GTEX-14JG6
SRR8223025	GTEX-14LLW-0326-SM-5ZZWD	Nerve - Tibial	GTEX-14LLW
SRR8223051	GTEX-14PHW-0526-SM-6LLIP	Nerve - Tibial	GTEX-14PHW
SRR8223070	GTEX-14PHX-2526-SM-62LEO	Nerve - Tibial	GTEX-14PHX
SRR8223081	GTEX-14PHY-2626-SM-62LF8	Nerve - Tibial	GTEX-14PHY
SRR8223085	GTEX-14PII-0426-SM-6LLIR	Nerve - Tibial	GTEX-14PII
SRR8223121	GTEX-14PJ3-2226-SM-62LFD	Nerve - Tibial	GTEX-14PJ3
SRR8223144	GTEX-14PJ4-2526-SM-6LLIT	Nerve - Tibial	GTEX-14PJ4
SRR8223174	GTEX-14PJ6-2426-SM-6ETZS	Nerve - Tibial	GTEX-14PJ6
SRR8223226	GTEX-14PJO-0326-SM-6LLHT	Nerve - Tibial	GTEX-14PJO
SRR8225362	GTEX-14PN3-2626-SM-6EU17	Nerve - Tibial	GTEX-14PN3
SRR8225426	GTEX-15CHC-2526-SM-686YX	Nerve - Tibial	GTEX-15CHC
SRR8225480	GTEX-15CHS-0326-SM-6AJ9V	Nerve - Tibial	GTEX-15CHS
SRR8225544	GTEX-15DDE-0326-SM-6LLJ5	Nerve - Tibial	GTEX-15DDE
SRR8225564	GTEX-15DYW-0326-SM-6PAN9	Nerve - Tibial	GTEX-15DYW
SRR8225608	GTEX-15EO6-2626-SM-6PALK	Nerve - Tibial	GTEX-15EO6
SRR8225634	GTEX-15ER7-0126-SM-6PAM2	Nerve - Tibial	GTEX-15ER7
SRR8225693	GTEX-15F5U-1926-SM-6PANL	Nerve - Tibial	GTEX-15F5U
SRR8225706	GTEX-15FZZ-1926-SM-7KFTQ	Nerve - Tibial	GTEX-15FZZ
SRR8225717	GTEX-15G19-0326-SM-7KUGF	Nerve - Tibial	GTEX-15G19
SRR8225770	GTEX-15RIG-0526-SM-7KFTP	Nerve - Tibial	GTEX-15RIG
SRR8225868	GTEX-15SKB-0426-SM-6PALQ	Nerve - Tibial	GTEX-15SKB
SRR8225882	GTEX-15TU5-0426-SM-6PALT	Nerve - Tibial	GTEX-15TU5
SRR8225919	GTEX-15UKP-0226-SM-7KFTD	Nerve - Tibial	GTEX-15UKP
SRR8225953	GTEX-16AAH-2126-SM-7LG4D	Nerve - Tibial	GTEX-16AAH
SRR8225957	GTEX-16BQI-0626-SM-6PAMS	Nerve - Tibial	GTEX-16BQI
SRR8225972	GTEX-16GPK-0326-SM-793BT	Nerve - Tibial	GTEX-16GPK
SRR8226002	GTEX-16MT9-0226-SM-793BN	Nerve - Tibial	GTEX-16MT9
SRR8226027	GTEX-16NFA-2526-SM-7KUFT	Nerve - Tibial	GTEX-16NFA
SRR8226047	GTEX-16NGA-2026-SM-7LG4Q	Nerve - Tibial	GTEX-16NGA
SRR8226061	GTEX-16NPX-0426-SM-7EWDJ	Nerve - Tibial	GTEX-16NPX
SRR8226090	GTEX-16XZZ-0326-SM-7EWD6	Nerve - Tibial	GTEX-16XZZ
SRR8226121	GTEX-16YQH-0526-SM-7KUE8	Nerve - Tibial	GTEX-16YQH
SRR8226166	GTEX-178AV-1826-SM-7KUE2	Nerve - Tibial	GTEX-178AV
SRR8226168	GTEX-17EUY-0226-SM-79OKV	Nerve - Tibial	GTEX-17EUY
SRR8226198	GTEX-17EVP-1126-SM-793C4	Nerve - Tibial	GTEX-17EVP
SRR8226220	GTEX-17EVQ-1026-SM-7IGOG	Nerve - Tibial	GTEX-17EVQ
SRR8226233	GTEX-17F96-0326-SM-793BR	Nerve - Tibial	GTEX-17F96
SRR8226257	GTEX-17F97-0126-SM-7LT8N	Nerve - Tibial	GTEX-17F97
SRR8226278	GTEX-17F98-0826-SM-7DUF7	Nerve - Tibial	GTEX-17F98
SRR8226289	GTEX-17F9E-0426-SM-7IGP1	Nerve - Tibial	GTEX-17F9E
SRR8226310	GTEX-17F9Y-0926-SM-79OJU	Nerve - Tibial	GTEX-17F9Y
